idfile,id,block,trial,relCue,irrelCue,validity,targetLoc,relCueCol,gammaBlock,RT,correct,I,guessCue,Switch,Lamda,Gamma,pMUi,pMuNitI,pe,logRTmod,logRTexp
03_trials_model.mod,3,2,21,2,2,0,1,2,0.71429,491.95,1,33,1,38,0.61963,0.65182,0.24391,0.14973,0.59407,-0.52076,6.1984
03_trials_model.mod,3,2,22,2,2,1,2,2,0.71429,433.84,1,34,1,39,0.6763,0.66206,0.40523,0.19396,0.3904,-0.94058,6.0727
03_trials_model.mod,3,2,23,1,1,1,1,2,0.71429,553.25,1,35,1,40,0.72744,0.67171,0.44681,0.16741,0.37509,-0.98059,6.3158
03_trials_model.mod,3,2,24,1,2,1,1,2,0.71429,445.56,1,36,1,41,0.63297,0.65306,0.2474,0.14346,0.59688,-0.51604,6.0993
03_trials_model.mod,3,2,25,2,2,0,1,2,0.71429,523.31,1,37,1,42,0.54815,0.63541,0.22772,0.18771,0.57422,-0.55474,6.2602
03_trials_model.mod,3,2,26,1,2,1,1,2,0.71429,294.99,1,38,1,1,0.47751,0.61868,0.20786,0.22744,0.55667,-0.58578,5.6869
03_trials_model.mod,3,2,27,2,2,0,1,2,0.71429,373.21,1,39,1,2,0,0.51,NA,NA,0.50554,-0.68213,5.9221
03_trials_model.mod,3,2,28,1,2,1,1,2,0.71429,325.18,1,40,1,3,0,0.51,NA,NA,0.50554,-0.68213,5.7844
03_trials_model.mod,3,2,29,2,2,1,2,2,0.71429,321.96,1,41,1,4,0,0.51,NA,NA,0.50554,-0.68213,5.7744
03_trials_model.mod,3,2,30,1,2,1,1,2,0.71429,268.46,1,42,1,5,0,0.51,NA,NA,0.50554,-0.68213,5.5927
03_trials_model.mod,3,2,31,1,2,1,1,2,0.71429,327.33,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.791
03_trials_model.mod,3,2,32,2,2,1,2,2,0.71429,391.6,1,2,2,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.9702
03_trials_model.mod,3,2,33,1,2,0,2,2,0.71429,461.69,1,3,2,1,0.75033,0.50333,0.37329,0.12421,0.5025,-0.68816,6.1349
03_trials_model.mod,3,2,34,2,1,1,2,2,0.71429,536.82,1,4,2,2,0,0.51,NA,NA,0.50554,-0.68213,6.2857
03_trials_model.mod,3,2,35,2,2,0,1,2,0.71429,462.83,1,5,2,3,0,0.51,NA,NA,0.50554,-0.68213,6.1374
03_trials_model.mod,3,2,36,1,2,1,1,2,0.71429,585.02,1,6,2,4,0,0.51,NA,NA,0.50554,-0.68213,6.3716
03_trials_model.mod,3,2,37,1,1,1,1,2,0.71429,361.09,1,7,2,5,0,0.51,NA,NA,0.50554,-0.68213,5.8891
03_trials_model.mod,3,2,38,1,1,1,1,2,0.71429,337.05,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.8202
03_trials_model.mod,3,2,39,1,2,1,1,2,0.71429,285.71,1,2,2,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.655
03_trials_model.mod,3,2,40,2,1,0,1,2,0.71429,343.31,1,3,2,1,0.75033,0.50333,0.37329,0.12421,0.5025,-0.68816,5.8386
03_trials_model.mod,3,2,41,2,2,1,2,2,0.71429,287.66,1,4,2,2,0,0.51,NA,NA,0.50554,-0.68213,5.6618
03_trials_model.mod,3,2,42,1,2,0,2,2,0.71429,489.11,1,5,2,3,0,0.51,NA,NA,0.50554,-0.68213,6.1926
03_trials_model.mod,3,2,43,2,1,0,1,2,0.71429,345.29,1,6,2,4,0,0.51,NA,NA,0.50554,-0.68213,5.8444
03_trials_model.mod,3,2,44,2,1,0,1,2,0.71429,314.06,1,7,2,5,0,0.51,NA,NA,0.50554,-0.68213,5.7496
03_trials_model.mod,3,2,45,1,2,1,1,2,0.71429,377.89,1,1,1,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.9346
03_trials_model.mod,3,2,46,2,2,0,1,2,0.71429,331.26,1,2,1,1,0.76615,0.255,0.5121,0.15631,0.31229,-1.1638,5.8029
03_trials_model.mod,3,2,47,2,2,1,2,2,0.71429,355.71,1,3,1,2,0,0.51,NA,NA,0.50554,-0.68213,5.8741
03_trials_model.mod,3,2,48,2,2,1,2,2,0.71429,331.85,1,4,1,3,0,0.51,NA,NA,0.50554,-0.68213,5.8047
03_trials_model.mod,3,2,49,1,2,1,1,2,0.71429,272.75,1,5,1,4,0,0.51,NA,NA,0.50554,-0.68213,5.6086
03_trials_model.mod,3,2,50,1,1,1,1,2,0.71429,346.27,1,6,1,5,0,0.51,NA,NA,0.50554,-0.68213,5.8472
03_trials_model.mod,3,2,51,2,2,1,2,2,0.71429,363.52,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.8958
03_trials_model.mod,3,2,52,1,1,1,1,2,0.71429,354.96,1,2,2,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.872
03_trials_model.mod,3,2,53,1,2,1,1,2,0.71429,302.35,1,3,2,8,0.83506,0.83667,0.62882,0.12421,0.21886,-1.5193,5.7116
03_trials_model.mod,3,2,54,1,2,1,1,2,0.71429,365.87,1,4,2,9,0.88474,0.8775,0.71421,0.093043,0.16601,-1.7957,5.9023
03_trials_model.mod,3,2,55,1,1,0,2,2,0.71429,409.25,1,5,2,10,0.78611,0.702,0.25642,0.069768,0.65879,-0.41734,6.0143
03_trials_model.mod,3,2,56,2,2,0,1,2,0.71429,343.25,1,6,2,11,0.73322,0.585,0.31874,0.11597,0.56232,-0.57568,5.8385
03_trials_model.mod,3,2,57,1,1,1,1,2,0.71429,359.78,1,7,2,12,0.76685,0.64429,0.46292,0.14075,0.38935,-0.94326,5.8855
03_trials_model.mod,3,2,58,2,2,1,2,2,0.71429,359.82,1,8,2,13,0.80517,0.68875,0.51657,0.12499,0.34802,-1.0555,5.8856
03_trials_model.mod,3,2,59,1,2,1,1,2,0.71429,301.1,1,9,2,14,0.84154,0.72333,0.56848,0.10704,0.31206,-1.1646,5.7074
03_trials_model.mod,3,2,60,2,2,1,2,2,0.71429,329.31,1,10,2,15,0.87248,0.751,0.61581,0.090005,0.28101,-1.2694,5.797
03_trials_model.mod,3,2,61,1,2,1,1,2,0.71429,300.05,1,11,2,16,0.89689,0.77364,0.6568,0.075511,0.25458,-1.3681,5.7039
03_trials_model.mod,3,2,62,1,2,1,1,2,0.71429,314.98,1,12,2,17,0.91513,0.7925,0.69094,0.064079,0.23232,-1.4596,5.7525
03_trials_model.mod,3,2,63,2,1,0,1,2,0.71429,339.89,1,13,2,18,0.81123,0.73154,0.23864,0.055533,0.68783,-0.37421,5.8286
03_trials_model.mod,3,2,64,2,1,1,2,2,0.71429,293.02,1,14,2,19,0.85081,0.75071,0.59426,0.10421,0.28669,-1.2494,5.6802
03_trials_model.mod,3,2,65,1,1,1,1,2,0.71429,265.06,1,15,2,20,0.88127,0.76733,0.63587,0.085664,0.26441,-1.3303,5.58
03_trials_model.mod,3,2,66,2,2,1,2,2,0.71429,281.4,1,16,2,21,0.90374,0.78187,0.67024,0.071392,0.24526,-1.4054,5.6398
03_trials_model.mod,3,2,67,2,2,1,2,2,0.71429,288.12,1,17,2,22,0.91978,0.79471,0.69796,0.06087,0.22893,-1.4743,5.6634
03_trials_model.mod,3,2,68,2,2,0,1,2,0.71429,326.99,1,18,2,23,0.80682,0.75056,0.22283,0.053352,0.70215,-0.3536,5.7899
03_trials_model.mod,3,2,69,1,2,1,1,2,0.71429,339.7,1,19,2,24,0.84983,0.76368,0.60137,0.10627,0.27591,-1.2877,5.8281
03_trials_model.mod,3,2,70,1,1,1,1,2,0.71429,321.22,1,20,2,25,0.88171,0.7755,0.64192,0.086124,0.25709,-1.3583,5.7721
03_trials_model.mod,3,2,71,1,1,1,1,2,0.71429,288.98,1,21,2,26,0.9045,0.78619,0.67425,0.07119,0.24114,-1.4224,5.6664
03_trials_model.mod,3,2,72,1,2,1,1,2,0.71429,289.28,1,22,2,27,0.92039,0.79591,0.69958,0.060512,0.22765,-1.48,5.6674
03_trials_model.mod,3,2,73,1,2,0,2,2,0.71429,594.98,1,23,2,28,0.80081,0.7613,0.21336,0.053069,0.70926,-0.34354,6.3885
03_trials_model.mod,3,2,74,1,1,1,1,2,0.71429,359.42,1,24,2,29,0.84681,0.77125,0.60299,0.10908,0.2703,-1.3082,5.8845
03_trials_model.mod,3,2,75,1,1,1,1,2,0.71429,339.27,1,25,2,30,0.8803,0.7804,0.64377,0.087538,0.25316,-1.3737,5.8268
03_trials_model.mod,3,2,76,2,2,1,2,2,0.71429,344.42,1,26,2,31,0.90386,0.78885,0.67549,0.071848,0.23892,-1.4316,5.8419
03_trials_model.mod,3,2,77,2,2,0,1,2,0.71429,377.29,1,27,2,32,0.77639,0.75963,0.21114,0.060811,0.70157,-0.35443,5.933
03_trials_model.mod,3,2,78,1,2,1,1,2,0.71429,352.92,1,28,2,33,0.82869,0.76821,0.58303,0.12053,0.27773,-1.2811,5.8662
03_trials_model.mod,3,2,79,2,1,1,2,2,0.71429,361.63,1,29,2,34,0.86721,0.77621,0.62714,0.096025,0.26047,-1.3453,5.8906
03_trials_model.mod,3,2,80,1,1,1,1,2,0.71429,287.6,1,30,2,35,0.89454,0.78367,0.66145,0.077978,0.24625,-1.4014,5.6616
03_trials_model.mod,3,2,81,1,1,1,1,2,0.71429,360.03,1,31,2,36,0.91342,0.79065,0.68758,0.065177,0.23452,-1.4502,5.8862
03_trials_model.mod,3,2,82,2,1,1,2,2,0.71429,374.44,1,32,2,37,0.92623,0.79719,0.70737,0.056335,0.22473,-1.4928,5.9254
03_trials_model.mod,3,2,83,1,2,0,2,2,0.71429,397.83,1,33,2,38,0.8022,0.77303,0.20412,0.050331,0.71903,-0.32986,5.986
03_trials_model.mod,3,2,84,1,2,0,2,2,0.71429,314.64,1,34,2,39,0.64329,0.75029,0.19555,0.10843,0.66101,-0.41398,5.7514
03_trials_model.mod,3,2,85,1,1,0,2,2,0.71429,319.32,1,35,2,1,0.48464,0.72886,0.17197,0.18287,0.61091,-0.4928,5.7662
03_trials_model.mod,3,2,86,1,2,1,1,2,0.71429,295.69,1,36,2,2,0,0.51,NA,NA,0.50554,-0.68213,5.6893
03_trials_model.mod,3,2,87,1,1,1,1,2,0.71429,287.72,1,37,2,3,0,0.51,NA,NA,0.50554,-0.68213,5.662
03_trials_model.mod,3,2,88,1,2,0,2,2,0.71429,300.86,1,38,2,4,0,0.51,NA,NA,0.50554,-0.68213,5.7066
03_trials_model.mod,3,2,89,1,1,1,1,2,0.71429,257.15,1,39,2,5,0,0.51,NA,NA,0.50554,-0.68213,5.5497
03_trials_model.mod,3,2,90,2,1,0,1,2,0.71429,290.83,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.6727
03_trials_model.mod,3,2,91,1,1,1,1,2,0.71429,279.64,1,2,2,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.6335
03_trials_model.mod,3,2,92,2,2,1,2,2,0.71429,287.84,1,3,2,8,0.83506,0.83667,0.62882,0.12421,0.21886,-1.5193,5.6624
03_trials_model.mod,3,2,93,1,2,1,1,2,0.71429,331.63,1,4,2,9,0.88474,0.8775,0.71421,0.093043,0.16601,-1.7957,5.804
03_trials_model.mod,3,2,94,1,2,1,1,2,0.71429,257.15,1,5,2,10,0.91752,0.902,0.77614,0.069768,0.13116,-2.0314,5.5497
03_trials_model.mod,3,2,95,2,1,1,2,2,0.71429,257.18,1,6,2,11,0.93766,0.91833,0.8184,0.054412,0.10775,-2.228,5.5498
03_trials_model.mod,3,2,96,2,1,0,1,2,0.71429,343.1,1,7,2,12,0.81156,0.78714,0.19371,0.044979,0.73303,-0.31056,5.838
03_trials_model.mod,3,2,97,1,2,1,1,2,0.71429,371.07,1,8,2,13,0.86098,0.81375,0.64441,0.10405,0.22987,-1.4703,5.9164
03_trials_model.mod,3,2,98,2,2,1,2,2,0.71429,269.88,1,9,2,14,0.89633,0.83444,0.69943,0.080899,0.20023,-1.6083,5.598
03_trials_model.mod,3,3,1,2,1,0,1,1,0.725,220.96,1,10,2,15,0.92016,0.851,0.74149,0.06434,0.17702,-1.7315,5.398
03_trials_model.mod,3,3,2,1,2,1,1,1,0.725,353.85,1,11,2,16,0.79184,0.77364,0.20229,0.053177,0.71668,-0.33313,5.8689
03_trials_model.mod,3,3,3,1,2,0,2,1,0.725,349.33,1,12,2,17,0.84401,0.7925,0.61294,0.11329,0.25313,-1.3739,5.856
03_trials_model.mod,3,3,4,2,1,1,2,1,0.725,NA,2,13,2,18,0.71302,0.73154,0.22076,0.08885,0.66509,-0.40783,NA
03_trials_model.mod,3,3,5,2,2,0,1,1,0.725,359.35,1,14,2,19,0.59899,0.67929,0.22437,0.15021,0.60739,-0.49858,5.8843
03_trials_model.mod,3,3,6,1,1,0,2,1,0.725,NA,2,15,2,20,0.51583,0.634,0.21694,0.20363,0.56912,-0.56366,NA
03_trials_model.mod,3,3,7,1,2,0,2,1,0.725,277.29,1,16,2,21,0.5823,0.65687,0.33818,0.24259,0.40865,-0.89489,5.6251
03_trials_model.mod,3,3,8,2,2,1,2,1,0.725,281.75,1,17,2,22,0.64886,0.67706,0.39073,0.21145,0.38511,-0.95422,5.641
03_trials_model.mod,3,3,9,1,2,0,2,1,0.725,294.2,1,18,2,23,0.71144,0.695,0.44443,0.18026,0.36127,-1.0181,5.6843
03_trials_model.mod,3,3,10,2,1,1,2,1,0.725,364.64,1,19,2,24,0.61235,0.65842,0.23845,0.15095,0.59701,-0.51582,5.8989
03_trials_model.mod,3,3,11,2,1,0,1,1,0.725,287.06,1,20,2,25,0.67443,0.6755,0.40886,0.19737,0.38164,-0.96328,5.6597
03_trials_model.mod,3,3,12,2,1,1,2,1,0.725,379.74,1,21,2,26,0.58438,0.64333,0.23662,0.16829,0.58376,-0.53826,5.9395
03_trials_model.mod,3,3,13,1,1,1,1,1,0.725,277.09,1,22,2,27,0.6447,0.65955,0.38191,0.21047,0.39714,-0.92347,5.6243
03_trials_model.mod,3,3,14,2,2,1,2,1,0.725,238.25,1,23,2,28,0.70169,0.67435,0.4286,0.18221,0.37766,-0.97375,5.4733
03_trials_model.mod,3,3,15,2,1,1,2,1,0.725,404.81,1,24,2,29,0.61046,0.64625,0.24372,0.15552,0.58928,-0.52885,6.0034
03_trials_model.mod,3,3,16,1,2,1,1,1,0.725,297.76,1,25,2,30,0.53607,0.6204,0.22908,0.19826,0.56454,-0.57174,5.6963
03_trials_model.mod,3,3,17,1,2,0,2,1,0.725,351.37,1,26,2,31,0.59252,0.635,0.33896,0.2331,0.42001,-0.86748,5.8618
03_trials_model.mod,3,3,18,1,2,1,1,1,0.725,323.19,1,27,2,32,0.52448,0.61148,0.22794,0.20666,0.55847,-0.58255,5.7782
03_trials_model.mod,3,3,19,1,1,1,1,1,0.725,289.98,1,28,2,33,0.57823,0.62536,0.32702,0.23853,0.42751,-0.84977,5.6698
03_trials_model.mod,3,3,20,2,1,1,2,1,0.725,349.08,1,29,2,34,0.51566,0.60379,0.22714,0.21335,0.55352,-0.59145,5.8553
03_trials_model.mod,3,3,21,2,2,1,2,1,0.725,288.99,1,30,2,35,0.56684,0.617,0.31755,0.24267,0.43368,-0.83545,5.6664
03_trials_model.mod,3,3,22,2,1,1,2,1,0.725,265.71,1,31,2,36,0.50897,0.5971,0.22668,0.21869,0.54942,-0.59889,5.5824
03_trials_model.mod,3,3,23,2,2,1,2,1,0.725,248.69,1,32,2,37,0.55773,0.60969,0.30997,0.2458,0.43882,-0.82366,5.5162
03_trials_model.mod,3,3,24,1,2,1,1,1,0.725,343.23,1,33,2,38,0.50395,0.59121,0.2265,0.22296,0.54597,-0.6052,5.8384
03_trials_model.mod,3,3,25,1,2,1,1,1,0.725,259.76,1,34,2,1,0.46382,0.57382,0.21466,0.24815,0.53424,-0.62691,5.5598
03_trials_model.mod,3,3,26,1,2,1,1,1,0.725,273.26,1,35,2,2,0,0.51,NA,NA,0.50554,-0.68213,5.6104
03_trials_model.mod,3,3,27,1,2,0,2,1,0.725,309.95,1,36,2,3,0,0.51,NA,NA,0.50554,-0.68213,5.7364
03_trials_model.mod,3,3,28,1,2,0,2,1,0.725,373.48,1,37,2,4,0,0.51,NA,NA,0.50554,-0.68213,5.9229
03_trials_model.mod,3,3,29,2,2,1,2,1,0.725,279.04,1,38,2,5,0,0.51,NA,NA,0.50554,-0.68213,5.6314
03_trials_model.mod,3,3,30,2,1,0,1,1,0.725,323.88,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.7804
03_trials_model.mod,3,3,31,1,2,1,1,1,0.725,334.25,1,2,2,1,0.76615,0.255,0.5121,0.15631,0.31229,-1.1638,5.8119
03_trials_model.mod,3,3,32,2,1,0,1,1,0.725,297.18,1,3,2,2,0,0.51,NA,NA,0.50554,-0.68213,5.6943
03_trials_model.mod,3,3,33,1,2,1,1,1,0.725,285.31,1,4,2,3,0,0.51,NA,NA,0.50554,-0.68213,5.6536
03_trials_model.mod,3,3,34,1,2,1,1,1,0.725,249.85,1,5,2,4,0,0.51,NA,NA,0.50554,-0.68213,5.5209
03_trials_model.mod,3,3,35,1,2,1,1,1,0.725,NA,2,6,2,5,0,0.51,NA,NA,0.50554,-0.68213,NA
03_trials_model.mod,3,3,36,2,1,1,2,1,0.725,286.95,1,1,1,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.6593
03_trials_model.mod,3,3,37,1,1,1,1,1,0.725,353.3,1,2,1,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.8673
03_trials_model.mod,3,3,38,1,1,1,1,1,0.725,236.86,1,3,1,8,0.83506,0.83667,0.62882,0.12421,0.21886,-1.5193,5.4675
03_trials_model.mod,3,3,39,2,2,0,1,1,0.725,370.49,1,4,1,9,0.76518,0.6275,0.30318,0.093043,0.59756,-0.5149,5.9148
03_trials_model.mod,3,3,40,1,2,1,1,1,0.725,263.33,1,5,1,10,0.80685,0.702,0.52541,0.12578,0.33702,-1.0876,5.5734
03_trials_model.mod,3,3,41,1,2,1,1,1,0.725,246.66,1,6,1,11,0.84781,0.75167,0.59193,0.10626,0.28663,-1.2495,5.508
03_trials_model.mod,3,3,42,1,1,1,1,1,0.725,251.53,1,7,1,12,0.88188,0.78714,0.65007,0.087069,0.24677,-1.3993,5.5276
03_trials_model.mod,3,3,43,2,1,1,2,1,0.725,285.38,1,8,1,13,0.90755,0.81375,0.69802,0.071107,0.21526,-1.5359,5.6538
03_trials_model.mod,3,3,44,2,1,1,2,1,0.725,321.44,1,9,1,14,0.92567,0.83444,0.73584,0.059084,0.19041,-1.6586,5.7728
03_trials_model.mod,3,3,45,2,2,1,2,1,0.725,289.35,1,10,1,15,0.93796,0.851,0.76489,0.050593,0.17078,-1.7674,5.6676
03_trials_model.mod,3,3,46,2,1,1,2,1,0.725,267.05,1,11,1,16,0.9461,0.86455,0.78702,0.044838,0.1551,-1.8637,5.5874
03_trials_model.mod,3,3,47,1,2,1,1,1,0.725,259.12,1,12,1,17,0.95145,0.87583,0.80397,0.041025,0.14241,-1.949,5.5573
03_trials_model.mod,3,3,48,2,1,1,2,1,0.725,275.29,1,13,1,18,0.95499,0.88538,0.81718,0.038518,0.13196,-2.0252,5.6178
03_trials_model.mod,3,3,49,1,1,1,1,1,0.725,356.81,1,14,1,19,0.95736,0.89357,0.82769,0.036862,0.12321,-2.0939,5.8772
03_trials_model.mod,3,3,50,2,2,1,2,1,0.725,293.15,1,15,1,20,0.95901,0.90067,0.83627,0.035748,0.11576,-2.1562,5.6807
03_trials_model.mod,3,3,51,2,1,0,1,1,0.725,NA,2,16,1,21,0.80537,0.84437,0.14474,0.034979,0.77735,-0.25187,NA
03_trials_model.mod,3,3,52,2,1,0,1,1,0.725,307,1,17,1,22,0.60142,0.79471,0.16138,0.10695,0.67724,-0.38973,5.7268
03_trials_model.mod,3,3,53,2,1,0,1,1,0.725,359.83,1,18,1,1,0.42297,0.75056,0.14843,0.20249,0.60598,-0.50091,5.8856
03_trials_model.mod,3,3,54,1,1,1,1,1,0.725,255.96,1,19,1,2,0,0.51,NA,NA,0.50554,-0.68213,5.545
03_trials_model.mod,3,3,55,1,2,1,1,1,0.725,955.44,1,20,1,3,0,0.51,NA,NA,0.50554,-0.68213,6.8622
03_trials_model.mod,3,3,56,2,1,1,2,1,0.725,312.74,1,21,1,4,0,0.51,NA,NA,0.50554,-0.68213,5.7454
03_trials_model.mod,3,3,57,2,1,1,2,1,0.725,288.88,1,22,1,5,0,0.51,NA,NA,0.50554,-0.68213,5.666
03_trials_model.mod,3,3,58,2,2,1,2,1,0.725,313.53,1,1,1,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.7479
03_trials_model.mod,3,3,59,2,2,1,2,1,0.725,301.25,1,2,1,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.7079
03_trials_model.mod,3,3,60,2,2,0,1,1,0.725,384.33,1,3,1,1,0.75033,0.50333,0.37329,0.12421,0.5025,-0.68816,5.9515
03_trials_model.mod,3,3,61,2,2,1,2,1,0.725,234.99,1,4,1,2,0,0.51,NA,NA,0.50554,-0.68213,5.4595
03_trials_model.mod,3,3,62,2,1,1,2,1,0.725,287.12,1,5,1,3,0,0.51,NA,NA,0.50554,-0.68213,5.6599
03_trials_model.mod,3,3,63,2,1,0,1,1,0.725,258.66,1,6,1,4,0,0.51,NA,NA,0.50554,-0.68213,5.5555
03_trials_model.mod,3,3,64,2,2,1,2,1,0.725,249.1,1,7,1,5,0,0.51,NA,NA,0.50554,-0.68213,5.5179
03_trials_model.mod,3,3,65,1,1,1,1,1,0.725,312.07,1,1,1,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.7432
03_trials_model.mod,3,3,66,2,2,1,2,1,0.725,222.99,1,2,1,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.4071
03_trials_model.mod,3,3,67,1,2,1,1,1,0.725,259.04,1,3,1,8,0.83506,0.83667,0.62882,0.12421,0.21886,-1.5193,5.557
03_trials_model.mod,3,3,68,1,1,0,2,1,0.725,323.9,1,4,1,9,0.76518,0.6275,0.30318,0.093043,0.59756,-0.5149,5.7804
03_trials_model.mod,3,3,69,2,1,1,2,1,0.725,261.35,1,5,1,10,0.80685,0.702,0.52541,0.12578,0.33702,-1.0876,5.5659
03_trials_model.mod,3,3,70,2,1,0,1,1,0.725,329.97,1,6,1,11,0.75464,0.585,0.32681,0.10626,0.56414,-0.57245,5.799
03_trials_model.mod,3,3,71,1,1,1,1,1,0.725,273.74,1,7,1,12,0.7845,0.64429,0.47585,0.13071,0.38681,-0.94983,5.6122
03_trials_model.mod,3,3,72,2,2,0,1,1,0.725,359.51,1,8,1,13,0.74126,0.56375,0.33441,0.11673,0.54726,-0.60284,5.8847
03_trials_model.mod,3,3,73,1,1,1,1,1,0.725,244.8,1,9,1,14,0.76442,0.61222,0.4445,0.13698,0.41421,-0.88137,5.5004
03_trials_model.mod,3,3,74,2,2,1,2,1,0.725,253,1,10,1,15,0.79421,0.651,0.48678,0.12613,0.38007,-0.96739,5.5334
03_trials_model.mod,3,3,75,2,1,1,2,1,0.725,NA,2,11,1,16,0.8252,0.68273,0.52955,0.11218,0.34921,-1.0521,NA
03_trials_model.mod,3,3,76,1,2,1,1,1,0.725,185.17,1,12,1,17,0.85387,0.70917,0.57065,0.097662,0.3214,-1.1351,5.2213
03_trials_model.mod,3,3,77,2,1,1,2,1,0.725,236.45,1,13,1,18,0.87837,0.73154,0.6083,0.084231,0.29662,-1.2153,5.4657
03_trials_model.mod,3,3,78,1,1,1,1,1,0.725,243.29,1,14,1,19,0.89814,0.75071,0.64148,0.072751,0.27482,-1.2916,5.4943
03_trials_model.mod,3,3,79,1,2,0,2,1,0.725,388.71,1,15,1,20,0.80453,0.70067,0.26132,0.063491,0.66144,-0.41333,5.9628
03_trials_model.mod,3,3,80,2,2,1,2,1,0.725,294.52,1,16,1,21,0.84033,0.71938,0.56494,0.10734,0.31565,-1.1531,5.6853
03_trials_model.mod,3,4,1,2,2,1,2,2,0.72222,272.95,1,17,1,22,0.86933,0.73588,0.60258,0.090572,0.29494,-1.221,5.6093
03_trials_model.mod,3,4,2,2,1,1,2,2,0.72222,373.33,1,18,1,23,0.77021,0.695,0.25804,0.076986,0.65019,-0.43049,5.9225
03_trials_model.mod,3,4,3,1,2,0,2,2,0.72222,322.77,1,19,1,24,0.8127,0.71105,0.53554,0.12342,0.32848,-1.1133,5.7769
03_trials_model.mod,3,4,4,2,2,0,1,2,0.72222,323.19,1,20,1,25,0.71312,0.6755,0.25732,0.10351,0.62515,-0.46976,5.7782
03_trials_model.mod,3,4,5,1,2,1,1,2,0.72222,327.43,1,21,1,26,0.62433,0.64333,0.24955,0.15016,0.58949,-0.5285,5.7913
03_trials_model.mod,3,4,6,1,1,1,1,2,0.72222,296.9,1,22,1,27,0.67952,0.65955,0.4066,0.19176,0.39159,-0.93755,5.6934
03_trials_model.mod,3,4,7,2,1,1,2,2,0.72222,277.36,1,23,1,28,0.59786,0.63087,0.24665,0.1659,0.57824,-0.54776,5.6253
03_trials_model.mod,3,4,8,1,1,1,1,2,0.72222,312.29,1,24,1,29,0.65193,0.64625,0.38238,0.20416,0.40466,-0.90472,5.7439
03_trials_model.mod,3,4,9,2,2,1,2,2,0.72222,275.42,1,25,1,30,0.70345,0.6604,0.4242,0.17883,0.38717,-0.9489,5.6183
03_trials_model.mod,3,4,10,1,2,1,1,2,0.72222,291.37,1,26,1,31,0.6197,0.635,0.25207,0.15469,0.58366,-0.53844,5.6746
03_trials_model.mod,3,4,11,2,2,0,1,2,0.72222,321.06,1,27,1,32,0.55084,0.61148,0.23783,0.19393,0.56141,-0.57731,5.7716
03_trials_model.mod,3,4,12,2,2,1,2,2,0.72222,277.04,1,28,1,33,0.60225,0.62536,0.34247,0.22618,0.4245,-0.85683,5.6242
03_trials_model.mod,3,4,13,1,2,1,1,2,0.72222,241.34,1,29,1,34,0.53875,0.60379,0.23606,0.2021,0.55592,-0.58713,5.4862
03_trials_model.mod,3,4,14,2,2,1,2,2,0.72222,287.07,1,30,1,35,0.58801,0.617,0.3309,0.23185,0.4312,-0.84118,5.6597
03_trials_model.mod,3,4,15,1,2,1,1,2,0.72222,351.27,1,31,1,36,0.5292,0.5971,0.23467,0.20877,0.55138,-0.59532,5.8616
03_trials_model.mod,3,4,16,2,2,0,1,2,0.72222,370.31,1,32,1,1,0.48473,0.57844,0.22231,0.23632,0.53802,-0.61986,5.9143
03_trials_model.mod,3,4,17,2,1,0,1,2,0.72222,381.72,1,33,1,2,0,0.51,NA,NA,0.50554,-0.68213,5.9447
03_trials_model.mod,3,4,18,1,1,1,1,2,0.72222,346.46,1,34,1,3,0,0.51,NA,NA,0.50554,-0.68213,5.8478
03_trials_model.mod,3,4,19,1,2,1,1,2,0.72222,309.86,1,35,1,4,0,0.51,NA,NA,0.50554,-0.68213,5.7361
03_trials_model.mod,3,4,20,1,2,1,1,2,0.72222,270.96,1,36,1,5,0,0.51,NA,NA,0.50554,-0.68213,5.602
03_trials_model.mod,3,4,21,1,1,1,1,2,0.72222,283.22,1,1,2,6,0.7,0.51,NA,NA,0.50554,-0.68213,5.6462
03_trials_model.mod,3,4,22,1,2,1,1,2,0.72222,261.06,1,2,2,7,0.76853,0.755,0.51897,0.15631,0.30403,-1.1906,5.5648
03_trials_model.mod,3,4,23,2,1,0,1,2,0.72222,337.11,1,3,2,1,0.75033,0.50333,0.37329,0.12421,0.5025,-0.68816,5.8204
03_trials_model.mod,3,4,24,2,2,1,2,2,0.72222,287.98,1,4,2,2,0,0.51,NA,NA,0.50554,-0.68213,5.6629
