idfile,id,block,trial,relCue,irrelCue,validity,targetLoc,relCueCol,gammaBlock,RT,correct,I,guessCue,Switch,Lamda,Gamma,pMUi,pMuNitI,pe,logRTmod,logRTexp
31_trials_model.mod,31,1,87,2,1,0,1,2,0.7027,365.77,1,19,2,24,0.5574,0.65842,0.22145,0.17584,0.5883,-0.53051,5.902
31_trials_model.mod,31,1,88,1,1,1,1,2,0.7027,399.71,1,20,2,25,0.626,0.6755,0.3738,0.22332,0.39014,-0.94126,5.9907
31_trials_model.mod,31,1,89,1,2,0,2,2,0.7027,279.61,1,21,2,26,0.53485,0.64333,0.22011,0.19143,0.57666,-0.5505,5.6334
31_trials_model.mod,31,1,90,1,2,1,1,2,0.7027,494.12,1,22,2,27,0.6003,0.65955,0.35114,0.2338,0.40422,-0.90578,6.2028
31_trials_model.mod,31,1,91,2,1,1,2,2,0.7027,365.06,1,23,2,28,0.66296,0.67435,0.40005,0.20338,0.38441,-0.95604,5.9001
31_trials_model.mod,31,1,92,1,2,1,1,2,0.7027,453.46,1,24,2,29,0.72005,0.68792,0.44818,0.17425,0.36469,-1.0087,6.1169
31_trials_model.mod,31,1,93,2,2,0,1,2,0.7027,329.69,1,25,2,30,0.6183,0.6604,0.23927,0.14771,0.59917,-0.5122,5.7982
31_trials_model.mod,31,1,94,2,1,1,2,2,0.7027,334.99,1,26,2,31,0.67809,0.67346,0.41079,0.19501,0.38238,-0.96135,5.8141
31_trials_model.mod,31,1,95,1,1,1,1,2,0.7027,343.89,1,27,2,32,0.73181,0.68556,0.45628,0.16722,0.36421,-1.01,5.8403
31_trials_model.mod,31,1,96,2,2,0,1,2,0.7027,530.37,1,28,2,33,0.63029,0.66107,0.2425,0.14225,0.60152,-0.50829,6.2736
31_trials_model.mod,31,1,97,2,2,1,2,2,0.7027,317.64,1,29,2,34,0.68807,0.67276,0.41787,0.18944,0.38113,-0.96461,5.7609
31_trials_model.mod,31,1,98,1,1,1,1,2,0.7027,601.72,1,30,2,35,0.73943,0.68367,0.46136,0.16258,0.36419,-1.0101,6.3998
31_trials_model.mod,31,1,99,2,2,1,2,2,0.7027,329.8,1,31,2,36,0.7833,0.69387,0.50138,0.13871,0.34814,-1.0551,5.7985
31_trials_model.mod,31,1,100,1,2,1,1,2,0.7027,310.81,1,32,2,37,0.81945,0.70344,0.53699,0.11831,0.33329,-1.0987,5.7392
31_trials_model.mod,31,1,101,1,1,1,1,2,0.7027,559.48,1,33,2,38,0.84834,0.71242,0.56779,0.10151,0.31979,-1.1401,6.327
31_trials_model.mod,31,1,102,1,2,1,1,2,0.7027,435.97,1,34,2,39,0.87084,0.72088,0.59389,0.088083,0.30765,-1.1788,6.0776
31_trials_model.mod,31,1,103,1,1,1,1,2,0.7027,403.27,1,35,2,40,0.88804,0.72886,0.61571,0.077622,0.29676,-1.2148,5.9996
31_trials_model.mod,31,1,104,1,2,1,1,2,0.7027,321.33,1,36,2,41,0.90103,0.73639,0.63385,0.069626,0.28701,-1.2482,5.7725
31_trials_model.mod,31,1,105,1,1,1,1,2,0.7027,332.77,1,37,2,42,0.91075,0.74351,0.64895,0.063591,0.27822,-1.2793,5.8075
31_trials_model.mod,31,1,106,2,1,0,1,2,0.7027,367.24,1,38,2,43,0.80474,0.72395,0.24344,0.059069,0.68022,-0.38534,5.906
31_trials_model.mod,31,1,107,2,1,1,2,2,0.7027,433.95,1,39,2,44,0.84089,0.73103,0.57261,0.10835,0.30573,-1.185,6.0729
31_trials_model.mod,31,1,108,1,2,0,2,2,0.7027,446.99,1,40,2,45,0.71936,0.71275,0.23466,0.091545,0.65304,-0.42611,6.1025
31_trials_model.mod,31,1,109,2,1,1,2,2,0.7027,341.84,1,41,2,46,0.77389,0.71976,0.50666,0.14803,0.32993,-1.1089,5.8343
31_trials_model.mod,31,1,110,2,1,0,1,2,0.7027,368.05,1,42,2,47,0.64653,0.70262,0.22441,0.12269,0.631,-0.46045,5.9082
31_trials_model.mod,31,1,111,2,1,1,2,2,0.7027,274.96,1,43,2,48,0.7128,0.70953,0.45142,0.18189,0.35064,-1.048,5.6166
31_trials_model.mod,31,2,1,2,2,1,2,1,0.72308,308.72,1,44,2,49,0.76786,0.71614,0.49974,0.15108,0.33404,-1.0965,5.7324
31_trials_model.mod,31,2,2,2,1,0,1,1,0.72308,367.58,1,45,2,50,0.81175,0.72244,0.54112,0.12549,0.31943,-1.1412,5.9069
31_trials_model.mod,31,2,3,2,2,0,1,1,0.72308,373.08,1,46,2,51,0.68789,0.70674,0.23162,0.10509,0.64221,-0.44283,5.9218
31_trials_model.mod,31,2,4,1,1,1,1,1,0.72308,358.01,1,47,2,52,0.7473,0.71298,0.48103,0.16266,0.34084,-1.0763,5.8806
31_trials_model.mod,31,2,5,2,2,0,1,1,0.72308,366.94,1,48,2,53,0.62,0.69812,0.22034,0.13505,0.62284,-0.47347,5.9052
31_trials_model.mod,31,2,6,2,2,1,2,1,0.72308,307.47,1,49,2,54,0.68921,0.70429,0.43071,0.19422,0.3592,-1.0239,5.7284
31_trials_model.mod,31,2,7,1,1,1,1,1,0.72308,303.5,1,50,2,55,0.74762,0.7102,0.48003,0.16205,0.34285,-1.0705,5.7154
31_trials_model.mod,31,2,8,2,1,1,2,1,0.72308,348.13,1,51,2,56,0.62179,0.69627,0.22178,0.1349,0.62204,-0.47475,5.8526
31_trials_model.mod,31,2,9,2,1,1,2,1,0.72308,505.65,1,52,2,57,0.50139,0.68288,0.19446,0.19339,0.5917,-0.52476,6.2258
31_trials_model.mod,31,2,10,1,1,0,2,1,0.72308,353.66,1,53,2,1,0.39882,0.67,0.16542,0.24936,0.5678,-0.56599,5.8683
31_trials_model.mod,31,2,11,1,2,1,1,1,0.72308,468.94,1,54,2,2,0,0.51,NA,NA,0.52821,-0.63826,6.1505
31_trials_model.mod,31,2,12,1,1,0,2,1,0.72308,329.96,1,55,2,3,0,0.51,NA,NA,0.52821,-0.63826,5.799
31_trials_model.mod,31,2,13,2,1,0,1,1,0.72308,350.75,1,56,2,4,0,0.51,NA,NA,0.52821,-0.63826,5.8601
31_trials_model.mod,31,2,14,1,1,1,1,1,0.72308,427.72,1,57,2,5,0,0.51,NA,NA,0.52821,-0.63826,6.0585
31_trials_model.mod,31,2,15,1,2,1,1,1,0.72308,442.13,1,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,6.0916
31_trials_model.mod,31,2,16,1,2,1,1,1,0.72308,460.33,1,2,2,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,6.1319
31_trials_model.mod,31,2,17,1,2,1,1,1,0.72308,397.39,1,3,2,2,0,0.51,NA,NA,0.52821,-0.63826,5.9849
31_trials_model.mod,31,2,18,1,1,1,1,1,0.72308,369.63,1,4,2,3,0,0.51,NA,NA,0.52821,-0.63826,5.9125
31_trials_model.mod,31,2,19,1,2,1,1,1,0.72308,460.67,1,5,2,4,0,0.51,NA,NA,0.52821,-0.63826,6.1327
31_trials_model.mod,31,2,20,1,2,1,1,1,0.72308,363.74,1,6,2,5,0,0.51,NA,NA,0.52821,-0.63826,5.8964
31_trials_model.mod,31,2,21,1,2,1,1,1,0.72308,426.28,1,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,6.0551
31_trials_model.mod,31,2,22,2,1,0,1,1,0.72308,413.06,1,2,1,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,6.0236
31_trials_model.mod,31,2,23,1,2,1,1,1,0.72308,333.04,1,3,1,2,0,0.51,NA,NA,0.52821,-0.63826,5.8083
31_trials_model.mod,31,2,24,2,1,1,2,1,0.72308,290.36,1,4,1,3,0,0.51,NA,NA,0.52821,-0.63826,5.6711
31_trials_model.mod,31,2,25,1,2,1,1,1,0.72308,450.77,1,5,1,4,0,0.51,NA,NA,0.52821,-0.63826,6.111
31_trials_model.mod,31,2,26,2,1,1,2,1,0.72308,315.42,1,6,1,5,0,0.51,NA,NA,0.52821,-0.63826,5.7539
31_trials_model.mod,31,2,27,1,2,1,1,1,0.72308,344.97,1,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.8435
31_trials_model.mod,31,2,28,2,2,0,1,1,0.72308,361.74,1,2,1,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,5.8909
31_trials_model.mod,31,2,29,2,1,0,1,1,0.72308,369.18,1,3,1,2,0,0.51,NA,NA,0.52821,-0.63826,5.9113
31_trials_model.mod,31,2,30,1,2,0,2,1,0.72308,328.13,1,4,1,3,0,0.51,NA,NA,0.52821,-0.63826,5.7934
31_trials_model.mod,31,2,31,2,2,1,2,1,0.72308,299.27,1,5,1,4,0,0.51,NA,NA,0.52821,-0.63826,5.7013
31_trials_model.mod,31,2,32,1,1,1,1,1,0.72308,339.64,1,6,1,5,0,0.51,NA,NA,0.52821,-0.63826,5.8279
31_trials_model.mod,31,2,33,2,1,1,2,1,0.72308,286.5,1,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.6577
31_trials_model.mod,31,2,34,1,1,1,1,1,0.72308,301.87,1,2,2,7,0.76733,0.755,0.51788,0.15703,0.30433,-1.1896,5.71
31_trials_model.mod,31,2,35,2,1,1,2,1,0.72308,302.05,1,3,2,1,0.74726,0.50333,0.37177,0.12574,0.50249,-0.68818,5.7106
31_trials_model.mod,31,2,36,1,2,1,1,1,0.72308,360.66,1,4,2,2,0,0.51,NA,NA,0.52821,-0.63826,5.8879
31_trials_model.mod,31,2,37,1,1,1,1,1,0.72308,463.66,1,5,2,3,0,0.51,NA,NA,0.52821,-0.63826,6.1392
31_trials_model.mod,31,2,38,1,2,0,2,1,0.72308,387.43,1,6,2,4,0,0.51,NA,NA,0.52821,-0.63826,5.9595
31_trials_model.mod,31,2,39,2,2,1,2,1,0.72308,340.8,1,7,2,5,0,0.51,NA,NA,0.52821,-0.63826,5.8313
31_trials_model.mod,31,2,40,2,2,1,2,1,0.72308,305.19,1,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.7209
31_trials_model.mod,31,2,41,1,1,0,2,1,0.72308,349.61,1,2,2,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,5.8568
31_trials_model.mod,31,2,42,1,2,1,1,1,0.72308,331.18,1,3,2,2,0,0.51,NA,NA,0.52821,-0.63826,5.8027
31_trials_model.mod,31,2,43,2,2,1,2,1,0.72308,295,1,4,2,3,0,0.51,NA,NA,0.52821,-0.63826,5.687
31_trials_model.mod,31,2,44,2,1,1,2,1,0.72308,335.56,1,5,2,4,0,0.51,NA,NA,0.52821,-0.63826,5.8158
31_trials_model.mod,31,2,45,2,1,1,2,1,0.72308,372.99,1,6,2,5,0,0.51,NA,NA,0.52821,-0.63826,5.9216
31_trials_model.mod,31,2,46,1,2,0,2,1,0.72308,381.46,1,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.944
31_trials_model.mod,31,2,47,1,1,1,1,1,0.72308,355.05,1,2,1,7,0.76733,0.755,0.51788,0.15703,0.30433,-1.1896,5.8723
31_trials_model.mod,31,2,48,1,1,1,1,1,0.72308,415.5,1,3,1,8,0.8328,0.83667,0.62626,0.12574,0.21963,-1.5158,6.0295
31_trials_model.mod,31,2,49,1,1,1,1,1,0.72308,363.96,1,4,1,9,0.88169,0.8775,0.71024,0.095307,0.16716,-1.7888,5.897
31_trials_model.mod,31,2,50,1,1,1,1,1,0.72308,392.37,1,5,1,10,0.91397,0.902,0.77106,0.072581,0.13258,-2.0205,5.9722
31_trials_model.mod,31,2,51,1,1,0,2,1,0.72308,442.93,1,6,1,11,0.79238,0.75167,0.21974,0.057575,0.69942,-0.35751,6.0934
31_trials_model.mod,31,2,52,2,2,0,1,1,0.72308,395.54,1,7,1,12,0.70643,0.64429,0.27455,0.11409,0.60193,-0.50762,5.9803
31_trials_model.mod,31,2,53,2,1,0,1,1,0.72308,370.35,1,8,1,13,0.6621,0.56375,0.30185,0.15405,0.54221,-0.6121,5.9144
31_trials_model.mod,31,2,54,1,1,1,1,1,0.72308,365.54,1,9,1,14,0.69521,0.61222,0.39837,0.17465,0.42198,-0.86279,5.9014
31_trials_model.mod,31,2,55,2,1,1,2,1,0.72308,337.56,1,10,1,15,0.73585,0.651,0.44364,0.15926,0.38889,-0.94447,5.8217
31_trials_model.mod,31,2,56,1,2,0,2,1,0.72308,311.07,1,11,1,16,0.67653,0.59182,0.29359,0.14037,0.56212,-0.57604,5.74
31_trials_model.mod,31,2,57,1,1,1,1,1,0.72308,383.41,1,12,1,17,0.71221,0.62583,0.41563,0.16794,0.41038,-0.89067,5.9491
31_trials_model.mod,31,2,58,2,2,1,2,1,0.72308,331.65,1,13,1,18,0.75098,0.65462,0.45645,0.15136,0.38389,-0.95741,5.8041
31_trials_model.mod,31,2,59,1,2,1,1,1,0.72308,661.26,1,14,1,19,0.78885,0.67929,0.49814,0.13334,0.35857,-1.0256,6.4941
31_trials_model.mod,31,2,60,1,2,1,1,1,0.72308,489.74,1,15,1,20,0.8231,0.70067,0.53848,0.11573,0.33483,-1.0941,6.1939
31_trials_model.mod,31,2,61,2,2,1,2,1,0.72308,320.13,1,16,1,21,0.85225,0.71937,0.57577,0.099816,0.31304,-1.1614,5.7687
31_trials_model.mod,31,2,62,1,2,1,1,1,0.72308,393.85,1,17,1,22,0.87591,0.73588,0.60892,0.086263,0.29339,-1.2263,5.976
31_trials_model.mod,31,2,63,2,2,0,1,1,0.72308,371.28,1,18,1,23,0.7749,0.695,0.25909,0.075264,0.65111,-0.42908,5.917
31_trials_model.mod,31,2,64,1,2,1,1,1,0.72308,439.96,1,19,1,24,0.81467,0.71105,0.53724,0.12222,0.32806,-1.1146,6.0867
31_trials_model.mod,31,2,65,2,1,1,2,1,0.72308,368.68,1,20,1,25,0.84716,0.7255,0.57498,0.10373,0.30896,-1.1745,5.9099
31_trials_model.mod,31,3,1,2,1,0,1,2,0.7193,340.95,1,21,1,26,0.87271,0.73857,0.60766,0.088628,0.2918,-1.2317,5.8317
31_trials_model.mod,31,3,2,1,1,1,1,2,0.7193,333.85,1,22,1,27,0.8922,0.75045,0.63526,0.076752,0.27654,-1.2854,5.8107
31_trials_model.mod,31,3,3,2,1,1,2,2,0.7193,412.69,1,23,1,28,0.7828,0.71783,0.24397,0.067692,0.67052,-0.39971,6.0227
31_trials_model.mod,31,3,4,2,1,1,2,2,0.7193,371.58,1,24,1,29,0.66761,0.68792,0.23809,0.11854,0.62545,-0.46928,5.9178
31_trials_model.mod,31,3,5,2,2,0,1,2,0.7193,410.09,1,25,1,30,0.56411,0.6604,0.22272,0.17209,0.59048,-0.52681,6.0164
31_trials_model.mod,31,3,6,1,1,1,1,2,0.7193,366.97,1,26,1,31,0.6312,0.67346,0.37687,0.2202,0.39051,-0.9403,5.9053
31_trials_model.mod,31,3,7,2,1,1,2,2,0.7193,317.26,1,27,1,32,0.5363,0.64852,0.21861,0.18901,0.57965,-0.54533,5.7597
31_trials_model.mod,31,3,8,1,1,1,1,2,0.7193,297.69,1,28,1,33,0.60216,0.66107,0.35285,0.23312,0.40301,-0.90879,5.6961
31_trials_model.mod,31,3,9,1,2,1,1,2,0.7193,552.97,1,29,1,34,0.5152,0.63828,0.21522,0.20251,0.57124,-0.55995,6.3153
31_trials_model.mod,31,3,10,1,1,1,1,2,0.7193,351.76,1,30,1,35,0.57918,0.65033,0.33436,0.24293,0.41293,-0.88448,5.8629
31_trials_model.mod,31,3,11,1,1,1,1,2,0.7193,360.55,1,31,1,36,0.6403,0.66161,0.37951,0.21319,0.39652,-0.92503,5.8876
31_trials_model.mod,31,3,12,1,2,1,1,2,0.7193,341.55,1,32,1,37,0.55057,0.64094,0.22637,0.18478,0.5776,-0.54888,5.8335
31_trials_model.mod,31,3,13,2,1,0,1,2,0.7193,397.4,1,33,1,38,0.61153,0.65182,0.35655,0.22649,0.40716,-0.89855,5.9849
31_trials_model.mod,31,3,14,2,2,0,1,2,0.7193,349.68,1,34,1,39,0.52811,0.63265,0.22177,0.19816,0.57005,-0.56203,5.857
31_trials_model.mod,31,3,15,1,1,1,1,2,0.7193,310.94,1,35,1,40,0.58817,0.64314,0.33838,0.23693,0.41581,-0.87753,5.7396
31_trials_model.mod,31,3,16,2,2,1,2,2,0.7193,279.74,1,36,1,41,0.64518,0.65306,0.38006,0.20902,0.40125,-0.91317,5.6339
31_trials_model.mod,31,3,17,2,1,0,1,2,0.7193,516.76,1,37,1,42,0.69739,0.66243,0.42062,0.18252,0.38672,-0.95005,6.2476
31_trials_model.mod,31,3,18,1,1,1,1,2,0.7193,441.26,1,38,1,43,0.74356,0.67132,0.45885,0.15825,0.37262,-0.98721,6.0896
31_trials_model.mod,31,3,19,1,1,1,1,2,0.7193,344.07,1,39,1,44,0.78308,0.67974,0.49378,0.13679,0.35925,-1.0237,5.8408
31_trials_model.mod,31,3,20,1,2,0,2,2,0.7193,320.61,1,40,1,45,0.81592,0.68775,0.52487,0.11842,0.34681,-1.059,5.7702
31_trials_model.mod,31,3,21,1,2,1,1,2,0.7193,331.4,1,41,1,46,0.71685,0.67098,0.26114,0.10315,0.62256,-0.47391,5.8033
31_trials_model.mod,31,3,22,1,1,0,2,2,0.7193,499.34,1,42,1,47,0.61865,0.655,0.24205,0.1492,0.59589,-0.5177,6.2133
31_trials_model.mod,31,3,23,2,2,1,2,2,0.7193,364.95,1,43,1,48,0.67498,0.66302,0.40465,0.19485,0.38996,-0.9417,5.8998
31_trials_model.mod,31,3,24,1,2,1,1,2,0.7193,325.65,1,44,1,49,0.58039,0.64795,0.23329,0.16866,0.58587,-0.53465,5.7858
31_trials_model.mod,31,3,25,1,1,1,1,2,0.7193,384.77,1,45,1,50,0.63932,0.65578,0.3769,0.21263,0.40041,-0.91527,5.9526
31_trials_model.mod,31,3,26,2,1,0,1,2,0.7193,477.16,1,46,1,51,0.69269,0.66326,0.41754,0.18524,0.38691,-0.94956,6.1679
31_trials_model.mod,31,3,27,2,2,1,2,2,0.7193,301.45,1,47,1,52,0.73945,0.67043,0.45531,0.16043,0.37398,-0.98356,5.7086
31_trials_model.mod,31,3,28,1,1,1,1,2,0.7193,328.06,1,48,1,53,0.77918,0.67729,0.48941,0.1387,0.36186,-1.0165,5.7932
31_trials_model.mod,31,3,29,1,2,1,1,2,0.7193,354.91,1,49,1,54,0.68011,0.66347,0.25561,0.12023,0.61118,-0.49237,5.8719
31_trials_model.mod,31,3,30,1,1,1,1,2,0.7193,347.05,1,50,1,55,0.72901,0.6702,0.44732,0.16628,0.37592,-0.97837,5.8495
31_trials_model.mod,31,3,31,1,1,1,1,2,0.7193,499.98,1,51,1,56,0.77067,0.67667,0.4824,0.14355,0.36385,-1.011,6.2146
31_trials_model.mod,31,3,32,2,2,1,2,2,0.7193,289,1,52,1,57,0.80519,0.68288,0.51328,0.12419,0.35274,-1.042,5.6664
31_trials_model.mod,31,3,33,1,2,0,2,2,0.7193,333.07,1,53,1,58,0.83312,0.68887,0.53988,0.10814,0.34265,-1.071,5.8084
31_trials_model.mod,31,3,34,2,1,1,2,2,0.7193,357.89,1,54,1,59,0.73376,0.67611,0.26225,0.095155,0.62922,-0.46327,5.8802
31_trials_model.mod,31,3,35,1,2,0,2,2,0.7193,307.18,1,55,1,60,0.77585,0.682,0.48921,0.14134,0.3588,-1.025,5.7274
31_trials_model.mod,31,3,36,1,1,1,1,2,0.7193,286.81,1,56,1,61,0.8103,0.68768,0.52019,0.12178,0.34792,-1.0558,5.6588
31_trials_model.mod,31,3,37,1,2,1,1,2,0.7193,493.3,1,57,1,62,0.70746,0.67561,0.25577,0.10576,0.62424,-0.47122,6.2011
31_trials_model.mod,31,3,38,2,2,1,2,2,0.7193,297.64,1,58,1,63,0.75451,0.68121,0.47199,0.15356,0.36328,-1.0126,5.6959
31_trials_model.mod,31,3,39,1,1,1,1,2,0.7193,361.88,1,59,1,64,0.79341,0.68661,0.50577,0.13169,0.35194,-1.0443,5.8913
31_trials_model.mod,31,3,40,1,2,1,1,2,0.7193,485.87,1,60,1,65,0.68842,0.67517,0.25102,0.11362,0.62059,-0.47709,6.1859
31_trials_model.mod,31,3,41,1,1,1,1,2,0.7193,323.36,1,61,1,66,0.73882,0.68049,0.45944,0.16242,0.36665,-1.0033,5.7788
31_trials_model.mod,31,3,42,2,2,1,2,2,0.7193,319.23,1,62,1,67,0.78079,0.68565,0.49505,0.13899,0.35505,-1.0355,5.7659
31_trials_model.mod,31,3,43,2,2,0,1,2,0.7193,545.12,1,63,1,68,0.67444,0.67476,0.24752,0.11948,0.61787,-0.48148,6.301
31_trials_model.mod,31,3,44,2,1,1,2,2,0.7193,321.02,1,64,1,69,0.56827,0.66422,0.22234,0.16892,0.59332,-0.52202,5.7715
31_trials_model.mod,31,3,45,1,1,1,1,2,0.7193,321.34,1,65,1,70,0.63344,0.66938,0.37718,0.21826,0.3927,-0.9347,5.7725
31_trials_model.mod,31,3,46,2,1,1,2,2,0.7193,367.29,1,66,1,71,0.5308,0.65924,0.21265,0.18797,0.58453,-0.53695,5.9062
31_trials_model.mod,31,3,47,2,1,0,1,2,0.7193,318.96,1,67,1,72,0.59841,0.66433,0.35119,0.23568,0.40166,-0.91214,5.7651
31_trials_model.mod,31,3,48,2,2,1,2,2,0.7193,332.9,1,68,1,73,0.65964,0.66926,0.39586,0.20426,0.38835,-0.94586,5.8078
31_trials_model.mod,31,3,49,2,2,0,1,2,0.7193,576.93,1,69,1,74,0.55667,0.65957,0.22074,0.1758,0.58883,-0.52963,6.3577
31_trials_model.mod,31,3,50,2,1,0,1,2,0.7193,361.37,1,70,1,75,0.62148,0.66443,0.36722,0.22366,0.39781,-0.92178,5.8899
31_trials_model.mod,31,3,51,2,1,0,1,2,0.7193,317.64,1,71,1,76,0.67942,0.66915,0.41015,0.19353,0.38507,-0.95432,5.7609
31_trials_model.mod,31,3,52,2,1,1,2,2,0.7193,355.03,1,72,1,77,0.57651,0.65986,0.2268,0.1666,0.59216,-0.52398,5.8722
31_trials_model.mod,31,3,53,2,1,1,2,2,0.7193,367.74,1,73,1,1,0.48187,0.65082,0.19943,0.21443,0.57268,-0.55743,5.9074
31_trials_model.mod,31,3,54,1,2,1,1,2,0.7193,375.51,1,74,1,2,0,0.51,NA,NA,0.52821,-0.63826,5.9283
31_trials_model.mod,31,3,55,1,1,1,1,2,0.7193,281.19,1,75,1,3,0,0.51,NA,NA,0.52821,-0.63826,5.639
31_trials_model.mod,31,3,56,1,2,0,2,2,0.7193,281.08,1,76,1,4,0,0.51,NA,NA,0.52821,-0.63826,5.6386
31_trials_model.mod,31,3,57,1,1,1,1,2,0.7193,352.33,1,77,1,5,0,0.51,NA,NA,0.52821,-0.63826,5.8646
31_trials_model.mod,31,4,1,1,1,1,1,1,0.69388,383.38,1,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.949
31_trials_model.mod,31,4,2,1,1,1,1,1,0.69388,343.94,1,2,2,7,0.76733,0.755,0.51788,0.15703,0.30433,-1.1896,5.8405
31_trials_model.mod,31,4,3,1,2,1,1,1,0.69388,298.5,1,3,2,1,0.74726,0.50333,0.37177,0.12574,0.50249,-0.68818,5.6988
31_trials_model.mod,31,4,4,1,2,1,1,1,0.69388,401.28,1,4,2,2,0,0.51,NA,NA,0.52821,-0.63826,5.9947
31_trials_model.mod,31,4,5,2,1,1,2,1,0.69388,397.9,1,5,2,3,0,0.51,NA,NA,0.52821,-0.63826,5.9862
31_trials_model.mod,31,4,6,1,1,1,1,1,0.69388,356.75,1,6,2,4,0,0.51,NA,NA,0.52821,-0.63826,5.877
31_trials_model.mod,31,4,7,2,1,0,1,1,0.69388,700.18,1,7,2,5,0,0.51,NA,NA,0.52821,-0.63826,6.5513
31_trials_model.mod,31,4,8,2,1,0,1,1,0.69388,631.34,1,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,6.4478
31_trials_model.mod,31,4,9,2,1,0,1,1,0.69388,404,1,2,1,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,6.0014
31_trials_model.mod,31,4,10,1,1,1,1,1,0.69388,549.11,1,3,1,2,0,0.51,NA,NA,0.52821,-0.63826,6.3083
31_trials_model.mod,31,4,11,2,1,0,1,1,0.69388,308.99,1,4,1,3,0,0.51,NA,NA,0.52821,-0.63826,5.7333
31_trials_model.mod,31,4,12,2,2,1,2,1,0.69388,NA,3,5,1,4,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,13,1,2,1,1,1,0.69388,351.21,1,6,1,5,0,0.51,NA,NA,0.52821,-0.63826,5.8614
31_trials_model.mod,31,4,14,1,1,0,2,1,0.69388,NA,3,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,15,2,1,0,1,1,0.69388,368.77,1,2,2,7,0.76733,0.755,0.51788,0.15703,0.30433,-1.1896,5.9102
31_trials_model.mod,31,4,16,1,2,1,1,1,0.69388,337.45,1,3,2,1,0.74726,0.50333,0.37177,0.12574,0.50249,-0.68818,5.8214
31_trials_model.mod,31,4,17,2,1,1,2,1,0.69388,NA,3,4,2,2,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,18,1,1,1,1,1,0.69388,336.37,1,5,2,3,0,0.51,NA,NA,0.52821,-0.63826,5.8182
31_trials_model.mod,31,4,19,2,2,1,2,1,0.69388,NA,3,6,2,4,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,20,2,1,1,2,1,0.69388,NA,3,7,2,5,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,21,1,1,1,1,1,0.69388,334.2,1,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,5.8117
31_trials_model.mod,31,4,22,2,1,0,1,1,0.69388,410.99,1,2,1,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,6.0186
31_trials_model.mod,31,4,23,2,2,1,2,1,0.69388,NA,3,3,1,2,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,24,2,1,1,2,1,0.69388,NA,3,4,1,3,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,25,1,1,0,2,1,0.69388,NA,3,5,1,4,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,26,2,1,1,2,1,0.69388,NA,3,6,1,5,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,27,1,2,0,2,1,0.69388,NA,3,1,1,6,0.7,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,28,1,2,0,2,1,0.69388,NA,3,2,1,1,0.76494,0.255,0.51102,0.15703,0.31259,-1.1629,NA
31_trials_model.mod,31,4,29,2,2,0,1,1,0.69388,392.11,1,3,1,2,0,0.51,NA,NA,0.52821,-0.63826,5.9715
31_trials_model.mod,31,4,30,2,2,1,2,1,0.69388,NA,3,4,1,3,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,31,1,1,1,1,1,0.69388,375.71,1,5,1,4,0,0.51,NA,NA,0.52821,-0.63826,5.9288
31_trials_model.mod,31,4,32,1,2,0,2,1,0.69388,NA,3,6,1,5,0,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,33,2,1,1,2,1,0.69388,NA,3,1,2,6,0.7,0.51,NA,NA,0.52821,-0.63826,NA
31_trials_model.mod,31,4,34,2,1,0,1,1,0.69388,321.15,1,2,2,7,0.76733,0.755,0.51788,0.15703,0.30433,-1.1896,5.7719
31_trials_model.mod,31,4,35,2,2,1,2,1,0.69388,NA,3,3,2,8,0.8328,0.83667,0.62626,0.12574,0.21963,-1.5158,NA
